"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUPO","NOME_SUBGRUPO","CÓDIGO_DISCIPLINA","DISCIPLINA","TURMA","SERIE","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","1","1831","1.1- Sua frequência nas disciplinas presenciais","8136","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","1","1831","1.1- Sua frequência nas disciplinas presenciais","8137","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","1","1831","1.1- Sua frequência nas disciplinas presenciais","8138","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","1","1831","1.1- Sua frequência nas disciplinas presenciais","8139","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","2","1832","1.2- Sua frequência nas disciplinas remotas","8140","Bom","100.0","7","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","2","1832","1.2- Sua frequência nas disciplinas remotas","8141","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","2","1832","1.2- Sua frequência nas disciplinas remotas","8142","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","2","1832","1.2- Sua frequência nas disciplinas remotas","8143","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","3","1833","1.3- Seu empenho e participação nas disciplinas","8144","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","3","1833","1.3- Seu empenho e participação nas disciplinas","8145","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","3","1833","1.3- Seu empenho e participação nas disciplinas","8146","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","3","1833","1.3- Seu empenho e participação nas disciplinas","8147","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","4","1834","1.4- Sua aprendizagem nas disciplinas","8148","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","4","1834","1.4- Sua aprendizagem nas disciplinas","8149","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","4","1834","1.4- Sua aprendizagem nas disciplinas","8150","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","4","1834","1.4- Sua aprendizagem nas disciplinas","8151","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","5","1835","1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.","8152","Bom","42.9","3","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","5","1835","1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.","8153","Regular","57.1","4","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","5","1835","1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.","8154","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","237","1. Avaliação discente sobre a autoavaliação","0","-","-","2","5","1835","1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.","8155","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8156","Bom","71.4","5","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8157","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8158","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8159","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8160","Não se aplica","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","1","1837","2.1 - Condições de acesso ao material bibliográfico das disciplinas","8161","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8162","Bom","71.4","5","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8163","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8164","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8165","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8166","Não se aplica","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","2","1838","2.2 - Condições e atendimento dos laboratórios utilizados pelo curso","8167","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8168","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8169","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8170","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8171","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8172","Não se aplica","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","3","1839","2.3 - Condições e atendimento da biblioteca","8173","Não sei informar","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8174","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8175","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8176","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8177","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8178","Não se aplica","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","4","1840","2.4 - Atendimento na secretaria do curso","8179","Não sei informar","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8180","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8181","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8182","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8183","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8184","Não se aplica","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","5","1841","2.5 - Limpeza e manutenção nas salas e no departamento do seu curso","8185","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8186","Bom","57.1","4","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8187","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8188","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8189","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8190","Não se aplica","28.6","2","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","6","1842","2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda","8191","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8192","Bom","57.1","4","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8193","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8194","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8195","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8196","Não se aplica","28.6","2","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","7","1843","2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda","8197","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8198","Bom","57.1","4","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8199","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8200","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8201","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8202","Não se aplica","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","8","1844","2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência","8203","Não sei informar","28.6","2","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8204","Bom","71.4","5","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8205","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8206","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8207","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8208","Não se aplica","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","9","1845","2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade","8209","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8210","Bom","85.7","6","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8211","Regular","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8212","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8213","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8214","Não se aplica","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","10","1846","2.10 - Acesso às informações na página da UEM – www.uem.br","8215","Não sei informar","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","11","1847","2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso","8216","Bom","57.1","4","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","11","1847","2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso","8217","Regular","14.3","1","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","11","1847","2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso","8218","Ruim","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","11","1847","2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso","8219","Péssimo","0.0","0","7"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","68","Avaliação discente geral","238","2. Avaliação discente sobre a infraestrutura","0","-","-","2","11","1847","2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso","8220","Não se aplica","14.3","1","7"
