Codigo_Curso,Codigo_MEC,Nivel,Centro_de_Ensino,Nome_Do_Curso,Matriculados,Ano_Referencia
8,3393,Graduação,CSA,Administração,736,2020
8,3393,Graduação,CSA,Administração,723,2021
8,3393,Graduação,CSA,Administração,692,2022
8,3393,Graduação,CSA,Administração,671,2023
77,,Graduação,EAD,Administração Pública,256,2020
77,,Graduação,EAD,Administração Pública,314,2021
77,,Graduação,EAD,Administração Pública,147,2022
77,,Graduação,EAD,Administração Pública,75,2023
19,3413,Graduação,CCA,Agronomia,453,2020
19,3413,Graduação,CCA,Agronomia,438,2021
19,3413,Graduação,CCA,Agronomia,436,2022
19,3413,Graduação,CCA,Agronomia,453,2023
46,58188,Graduação,CCA,Agronomia (CAU),198,2020
46,58188,Graduação,CCA,Agronomia (CAU),182,2021
46,58188,Graduação,CCA,Agronomia (CAU),179,2022
46,58188,Graduação,CCA,Agronomia (CAU),177,2023
38,21627,Graduação,CTC,Arquitetura e Urbanismo,212,2020
38,21627,Graduação,CTC,Arquitetura e Urbanismo,214,2021
38,21627,Graduação,CTC,Arquitetura e Urbanismo,215,2022
38,21627,Graduação,CTC,Arquitetura e Urbanismo,218,2023
72,5000538,Graduação,CCH,Artes Cênicas,154,2020
72,5000538,Graduação,CCH,Artes Cênicas,141,2021
72,5000538,Graduação,CCH,Artes Cênicas,133,2022
72,5000538,Graduação,CCH,Artes Cênicas,130,2023
73,5000539,Graduação,CCH,Artes Visuais,161,2020
73,5000539,Graduação,CCH,Artes Visuais,159,2021
73,5000539,Graduação,CCH,Artes Visuais,154,2022
73,5000539,Graduação,CCH,Artes Visuais,158,2023
62,5000540,Graduação,CCS,Biomedicina,163,2020
62,5000540,Graduação,CCS,Biomedicina,161,2021
62,5000540,Graduação,CCS,Biomedicina,158,2022
62,5000540,Graduação,CCS,Biomedicina,160,2023
68,1148343,Graduação,CCB,Bioquímica,125,2020
68,1148343,Graduação,CCB,Bioquímica,134,2021
68,1148343,Graduação,CCB,Bioquímica,133,2022
68,1148343,Graduação,CCB,Bioquímica,127,2023
93,5000545,Graduação,CCB,Biotecnologia,125,2020
93,5000545,Graduação,CCB,Biotecnologia,110,2021
93,5000545,Graduação,CCB,Biotecnologia,110,2022
93,5000545,Graduação,CCB,Biotecnologia,105,2023
26,3419,Graduação,CTC,Ciência da Computação,219,2020
26,3419,Graduação,CTC,Ciência da Computação,220,2021
26,3419,Graduação,CTC,Ciência da Computação,216,2022
26,3419,Graduação,CTC,Ciência da Computação,208,2023
14,303408,Graduação,CCB,Ciências Biologicas,389,2020
14,303408,Graduação,CCB,Ciências Biologicas,378,2021
14,303408,Graduação,CCB,Ciências Biologicas,356,2022
14,303408,Graduação,CCB,Ciências Biologicas,352,2023
58,,Graduação,EAD,Ciências Biológicas,144,2020
58,,Graduação,EAD,Ciências Biológicas,209,2021
58,,Graduação,EAD,Ciências Biológicas,91,2022
58,,Graduação,EAD,Ciências Biológicas,186,2023
12,3394,Graduação,CSA,Ciências Contábeis,567,2020
12,3394,Graduação,CSA,Ciências Contábeis,551,2021
12,3394,Graduação,CSA,Ciências Contábeis,562,2022
12,3394,Graduação,CSA,Ciências Contábeis,568,2023
23,3415,Graduação,CSA,Ciências Contábeis (CRC),171,2020
23,3415,Graduação,CSA,Ciências Contábeis (CRC),168,2021
23,3415,Graduação,CSA,Ciências Contábeis (CRC),154,2022
23,3415,Graduação,CSA,Ciências Contábeis (CRC),150,2023
1,1153285,Graduação,CSA,Ciências Econômicas,538,2020
1,1153285,Graduação,CSA,Ciências Econômicas,520,2021
1,1153285,Graduação,CSA,Ciências Econômicas,514,2022
1,1153285,Graduação,CSA,Ciências Econômicas,512,2023
33,321624,Graduação,CCH,Ciências Sociais,175,2020
33,321624,Graduação,CCH,Ciências Sociais,170,2021
33,321624,Graduação,CCH,Ciências Sociais,157,2022
33,321624,Graduação,CCH,Ciências Sociais,168,2023
66,5000542,Graduação,CCH,Comunicação e Multimeios,180,2020
66,5000542,Graduação,CCH,Comunicação e Multimeios,165,2021
66,5000542,Graduação,CCH,Comunicação e Multimeios,165,2022
66,5000542,Graduação,CCH,Comunicação e Multimeios,172,2023
43,58187,Graduação,CTC,Design,120,2020
43,58187,Graduação,CTC,Design,134,2021
43,58187,Graduação,CTC,Design,125,2022
43,58187,Graduação,CTC,Design,121,2023
2,3395,Graduação,CSA,Direito,830,2020
2,3395,Graduação,CSA,Direito,816,2021
2,3395,Graduação,CSA,Direito,815,2022
2,3395,Graduação,CSA,Direito,801,2023
11,399397,Graduação,CCS,Educação Física,531,2020
11,399397,Graduação,CCS,Educação Física,487,2021
11,399397,Graduação,CCS,Educação Física,483,2022
11,399397,Graduação,CCS,Educação Física,490,2023
64,5000546,Graduação,CCS,Educação Física (CRV),70,2020
64,5000546,Graduação,CCS,Educação Física (CRV),50,2021
64,5000546,Graduação,CCS,Educação Física (CRV),30,2022
64,5000546,Graduação,CCS,Educação Física (CRV),65,2023
30,46742,Graduação,CCS,Enfermagem,187,2020
30,46742,Graduação,CCS,Enfermagem,174,2021
30,46742,Graduação,CCS,Enfermagem,176,2022
30,46742,Graduação,CCS,Enfermagem,136,2023
45,58200,Graduação,CCA,Engenharia Agrícola (CAR),71,2020
45,58200,Graduação,CCA,Engenharia Agrícola (CAR),60,2021
45,58200,Graduação,CCA,Engenharia Agrícola (CAR),38,2022
45,58200,Graduação,CCA,Engenharia Agrícola (CAR),44,2023
70,1148389,Graduação,CTC,Engenharia Ambiental (CAU),102,2020
70,1148389,Graduação,CTC,Engenharia Ambiental (CAU),67,2021
70,1148389,Graduação,CTC,Engenharia Ambiental (CAU),60,2022
70,1148389,Graduação,CTC,Engenharia Ambiental (CAU),63,2023
9,3402,Graduação,CTC,Engenharia Civil,450,2020
9,3402,Graduação,CTC,Engenharia Civil,448,2021
9,3402,Graduação,CTC,Engenharia Civil,448,2022
9,3402,Graduação,CTC,Engenharia Civil,409,2023
74,150159,Graduação,CTC,Engenharia Civil (CAU),189,2020
74,150159,Graduação,CTC,Engenharia Civil (CAU),182,2021
74,150159,Graduação,CTC,Engenharia Civil (CAU),151,2022
74,150159,Graduação,CTC,Engenharia Civil (CAU),126,2023
36,21628,Graduação,CTC,Engenharia de Alimentos,175,2020
36,21628,Graduação,CTC,Engenharia de Alimentos,154,2021
36,21628,Graduação,CTC,Engenharia de Alimentos,143,2022
36,21628,Graduação,CTC,Engenharia de Alimentos,134,2023
71,1147332,Graduação,CTC,Engenharia de Alimentos (CAU),91,2020
71,1147332,Graduação,CTC,Engenharia de Alimentos (CAU),80,2021
71,1147332,Graduação,CTC,Engenharia de Alimentos (CAU),71,2022
71,1147332,Graduação,CTC,Engenharia de Alimentos (CAU),71,2023
37,21629,Graduação,CTC,Engenharia de Produção,612,2020
37,21629,Graduação,CTC,Engenharia de Produção,586,2021
37,21629,Graduação,CTC,Engenharia de Produção,539,2022
37,21629,Graduação,CTC,Engenharia de Produção,524,2023
76,150157,Graduação,CTC,Engenharia de Produção (CRG),136,2020
76,150157,Graduação,CTC,Engenharia de Produção (CRG),108,2021
76,150157,Graduação,CTC,Engenharia de Produção (CRG),84,2022
76,150157,Graduação,CTC,Engenharia de Produção (CRG),84,2023
75,150158,Graduação,CTC,Engenharia Elétrica,224,2020
75,150158,Graduação,CTC,Engenharia Elétrica,211,2021
75,150158,Graduação,CTC,Engenharia Elétrica,202,2022
75,150158,Graduação,CTC,Engenharia Elétrica,196,2023
35,21630,Graduação,CTC,Engenharia Mecânica,195,2020
35,21630,Graduação,CTC,Engenharia Mecânica,201,2021
35,21630,Graduação,CTC,Engenharia Mecânica,196,2022
35,21630,Graduação,CTC,Engenharia Mecânica,182,2023
10,3403,Graduação,CTC,Engenharia Química,473,2020
10,3403,Graduação,CTC,Engenharia Química,464,2021
10,3403,Graduação,CTC,Engenharia Química,441,2022
10,3403,Graduação,CTC,Engenharia Química,421,2023
27,3421,Graduação,CTC,Engenharia Têxtil,55,2020
27,3421,Graduação,CTC,Engenharia Têxtil,45,2021
27,3421,Graduação,CTC,Engenharia Têxtil,41,2022
27,3421,Graduação,CTC,Engenharia Têxtil,47,2023
39,21623,Graduação,CCE,Estatística,126,2020
39,21623,Graduação,CCE,Estatística,130,2021
39,21623,Graduação,CCE,Estatística,130,2022
39,21623,Graduação,CCE,Estatística,138,2023
16,3411,Graduação,CCS,Farmácia,310,2020
16,3411,Graduação,CCS,Farmácia,322,2021
16,3411,Graduação,CCS,Farmácia,311,2022
16,3411,Graduação,CCS,Farmácia,291,2023
34,21625,Graduação,CCH,Filosofia,122,2020
34,21625,Graduação,CCH,Filosofia,130,2021
34,21625,Graduação,CCH,Filosofia,122,2022
34,21625,Graduação,CCH,Filosofia,105,2023
15,303405,Graduação,CCE,Física,251,2020
15,303405,Graduação,CCE,Física,235,2021
15,303405,Graduação,CCE,Física,207,2022
15,303405,Graduação,CCE,Física,197,2023
57,,Graduação,EAD,Física ,50,2020
57,,Graduação,EAD,Física ,95,2021
57,,Graduação,EAD,Física ,37,2022
57,,Graduação,EAD,Física ,100,2023
67,5000544,Graduação,CCE,Física (CRG),26,2020
67,5000544,Graduação,CCE,Física (CRG),45,2021
67,5000544,Graduação,CCE,Física (CRG),45,2022
67,5000544,Graduação,CCE,Física (CRG),52,2023
4,303400,Graduação,CCH,Geografia,324,2020
4,303400,Graduação,CCH,Geografia,301,2021
4,303400,Graduação,CCH,Geografia,268,2022
4,303400,Graduação,CCH,Geografia,286,2023
5,3399,Graduação,CCH,História,265,2020
5,3399,Graduação,CCH,História,278,2021
5,3399,Graduação,CCH,História,281,2022
5,3399,Graduação,CCH,História,265,2023
87,,Graduação,PARFOR,História,0,2020
87,,Graduação,PARFOR,História,0,2021
87,,Graduação,PARFOR,História,0,2022
87,,Graduação,PARFOR,História,20,2023
60,,Graduação,EAD,História  ,117,2020
60,,Graduação,EAD,História  ,19,2021
60,,Graduação,EAD,História  ,12,2022
60,,Graduação,EAD,História  ,144,2023
63,5000547,Graduação,CCH,História (CRV),40,2020
63,5000547,Graduação,CCH,História (CRV),21,2021
63,5000547,Graduação,CCH,História (CRV),16,2022
63,5000547,Graduação,CCH,História (CRV),36,2023
31,19392,Graduação,CTC,Informática,206,2020
31,19392,Graduação,CTC,Informática,218,2021
31,19392,Graduação,CTC,Informática,216,2022
31,19392,Graduação,CTC,Informática,228,2023
3,34677,Graduação,CCH,Letras,575,2020
3,34677,Graduação,CCH,Letras,564,2021
3,34677,Graduação,CCH,Letras,494,2022
3,34677,Graduação,CCH,Letras,487,2023
59,,Graduação,EAD,Letras,224,2020
59,,Graduação,EAD,Letras,322,2021
59,,Graduação,EAD,Letras,154,2022
59,,Graduação,EAD,Letras,226,2023
92,3422,Graduação,CCE,Licenciatura em Ciências Naturais (CRG),2,2021
92,3422,Graduação,CCE,Licenciatura em Ciências Naturais (CRG),1,2022
92,3422,Graduação,CCE,Licenciatura em Ciências Naturais (CRG),0,2023
28,3422,Graduação,CCE,Licenciatura Plena em Ciências,13,2020
28,3422,Graduação,CCE,Licenciatura Plena em Ciências,6,2021
28,3422,Graduação,CCE,Licenciatura Plena em Ciências,5,2022
28,3422,Graduação,CCE,Licenciatura Plena em Ciências,0,2023
7,303407,Graduação,CCE,Matemática,324,2020
7,303407,Graduação,CCE,Matemática,287,2021
7,303407,Graduação,CCE,Matemática,232,2022
7,303407,Graduação,CCE,Matemática,265,2023
24,3418,Graduação,CCS,Medicina,247,2020
24,3418,Graduação,CCS,Medicina,248,2021
24,3418,Graduação,CCS,Medicina,253,2022
24,3418,Graduação,CCS,Medicina,218,2023
47,58202,Graduação,CCA,Medicina Veterinária (CAU),196,2020
47,58202,Graduação,CCA,Medicina Veterinária (CAU),202,2021
47,58202,Graduação,CCA,Medicina Veterinária (CAU),195,2022
47,58202,Graduação,CCA,Medicina Veterinária (CAU),188,2023
44,58242,Graduação,CTC,Moda,120,2020
44,58242,Graduação,CTC,Moda,115,2021
44,58242,Graduação,CTC,Moda,114,2022
44,58242,Graduação,CTC,Moda,125,2023
42,92105,Graduação,CCH,Música,117,2020
42,92105,Graduação,CCH,Música,107,2021
42,92105,Graduação,CCH,Música,115,2022
42,92105,Graduação,CCH,Música,130,2023
85,,Graduação,PARFOR,Música,0,2021
85,,Graduação,PARFOR,Música,0,2022
85,,Graduação,PARFOR,Música,16,2023
85,,Graduação,PARFOR,Música ,0,2020
25,3417,Graduação,CCS,Odontologia,199,2020
25,3417,Graduação,CCS,Odontologia,205,2021
25,3417,Graduação,CCS,Odontologia,202,2022
25,3417,Graduação,CCS,Odontologia,197,2023
13,3416,Graduação,CCH,Pedagogia,467,2020
13,3416,Graduação,CCH,Pedagogia,450,2021
13,3416,Graduação,CCH,Pedagogia,429,2022
13,3416,Graduação,CCH,Pedagogia,418,2023
56,,Graduação,EAD,Pedagogia,579,2020
56,,Graduação,EAD,Pedagogia,393,2021
56,,Graduação,EAD,Pedagogia,248,2022
56,,Graduação,EAD,Pedagogia,378,2023
22,3397,Graduação,CCH,Pedagogia (CRC),152,2020
22,3397,Graduação,CCH,Pedagogia (CRC),152,2021
22,3397,Graduação,CCH,Pedagogia (CRC),144,2022
22,3397,Graduação,CCH,Pedagogia (CRC),141,2023
79,1165576,Graduação,CCH,Pedagogia (PARFOR),54,2020
79,1165576,Graduação,CCH,Pedagogia (PARFOR),47,2021
79,1165576,Graduação,CCH,Pedagogia (PARFOR),47,2022
79,1165576,Graduação,CCH,Pedagogia (PARFOR),47,2023
21,3401,Graduação,CCH,Psicologia,375,2020
21,3401,Graduação,CCH,Psicologia,402,2021
21,3401,Graduação,CCH,Psicologia,402,2022
21,3401,Graduação,CCH,Psicologia,404,2023
6,3406,Graduação,CCE,Química,314,2020
6,3406,Graduação,CCE,Química,277,2021
6,3406,Graduação,CCE,Química,238,2022
6,3406,Graduação,CCE,Química,236,2023
40,21626,Graduação,CCH,Secretariado Executivo Trilíngue,136,2020
40,21626,Graduação,CCH,Secretariado Executivo Trilíngue,141,2021
40,21626,Graduação,CCH,Secretariado Executivo Trilíngue,137,2022
40,21626,Graduação,CCH,Secretariado Executivo Trilíngue,136,2023
65,5000548,Graduação,CCH,Serviço Social (CRV),47,2020
65,5000548,Graduação,CCH,Serviço Social (CRV),43,2021
65,5000548,Graduação,CCH,Serviço Social (CRV),41,2022
65,5000548,Graduação,CCH,Serviço Social (CRV),52,2023
49,58232,Graduação,CTC,Tecnologia em Alimentos (CAU),65,2020
49,58232,Graduação,CTC,Tecnologia em Alimentos (CAU),46,2021
49,58232,Graduação,CTC,Tecnologia em Alimentos (CAU),39,2022
49,58232,Graduação,CTC,Tecnologia em Alimentos (CAU),42,2023
69,5000545,Graduação,CCB,Tecnologia em Biotecnologia,125,2020
69,5000545,Graduação,CCB,Tecnologia em Biotecnologia,110,2021
69,5000545,Graduação,CCB,Tecnologia em Biotecnologia,0,2022
69,5000545,Graduação,CCB,Tecnologia em Biotecnologia,0,2023
48,58207,Graduação,CTC,Tecnologia em Construção Civil (CAU),104,2020
48,58207,Graduação,CTC,Tecnologia em Construção Civil (CAU),65,2021
48,58207,Graduação,CTC,Tecnologia em Construção Civil (CAU),38,2022
48,58207,Graduação,CTC,Tecnologia em Construção Civil (CAU),36,2023
91,,Graduação,EAD,Tecnologia em Gestão Pública,23,2020
91,,Graduação,EAD,Tecnologia em Gestão Pública,0,2021
91,,Graduação,EAD,Tecnologia em Gestão Pública,0,2022
91,,Graduação,EAD,Tecnologia em Gestão Pública,129,2023
50,58238,Graduação,CTC,Tecnologia em Meio Ambiente (CAU),28,2020
50,58238,Graduação,CTC,Tecnologia em Meio Ambiente (CAU),25,2021
50,58238,Graduação,CTC,Tecnologia em Meio Ambiente (CAU),20,2022
50,58238,Graduação,CTC,Tecnologia em Meio Ambiente (CAU),41,2023
17,3412,Graduação,CCA,Zootecnia,349,2020
17,3412,Graduação,CCA,Zootecnia,327,2021
17,3412,Graduação,CCA,Zootecnia,323,2022
17,3412,Graduação,CCA,Zootecnia,302,2023
3046,3046,Pós-graduação,CTC,Especialização - Engenharia de Segurança do Trabalho,49,2020
3093,3093,Pós-graduação,CCS,Especialização - Residência em Cirurgia e Traumatologia Bucomaxilofacial,4,2020
3106,3106,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Clínica Médica,4,2020
3109,3109,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Pediatria,4,2020
3110,3110,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Psiquiatria,6,2020
3111,3111,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Anestesiologia,3,2020
3152,3152,Pós-graduação,CCB,Especialização - Fisiologia Humana: Funcionam. do Organismo Humano no Contexto Interdisciplinar,25,2020
3164,3164,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Reumatologia,1,2020
3165,3165,Pós-graduação,CCS,Especialização - Programa de Residência Médica em Medicina Intensiva Pediátrica,1,2020
3180,3180,Pós-graduação,CSA,Especialização - Ciências Penais,47,2020
3211,3211,Pós-graduação,CCS,Especialização - Residência em Radiologia Odontológica e Imaginologia,2,2020
3212,3212,Pós-graduação,CCS,Especialização - Residência em Periodontia,2,2020
3213,3213,Pós-graduação,CCS,Especialização - Residência em Endodontia,2,2020
3214,3214,Pós-graduação,CCS,Especialização - Residência em Prótese Dentária,2,2020
3217,3217,Pós-graduação,CCS,Especialização - Residência Integrada Multiprofissional na Atenção à Urgência e Emergência,16,2020
3218,3218,Pós-graduação,CCS,Especialização - Residência em Farmácia com Ênfase em Análises Clínicas na Atenção à Urgência e Emergência,2,2020
3220,3220,Pós-graduação,CCS,Especialização - Residência em Odontopediatria,2,2020
3221,3221,Pós-graduação,CCS,Especialização - Residência em Saúde Coletiva e da Família,2,2020
3222,3222,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Cirúrgica de Pequenos Animais,2,2020
3228,3228,Pós-graduação,CCB,Especialização - Biotecnologia e Bioprocessos,79,2020
3239,3239,Pós-graduação,CCB,Especialização - Piscicultura: Sanidade e Desenvolvimento Sustentável,59,2020
3244,3244,Pós-graduação,CTC,Especialização - MBA em Gerenciamento da Produção Industrial,13,2020
3245,3245,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Médica de Pequenos Animais,1,2020
3246,3246,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Médica e Cirúrgica de Grandes Animais,2,2020
3247,3247,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Patologia Clinica,1,2020
3248,3248,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Doenças Infecto-Contagiosas e Parasitárias de Animais,1,2020
3249,3249,Pós-graduação,CCS,Especialização - Programa de Pré-Requisito em Área Cirúrgica Básica,4,2020
3250,3250,Pós-graduação,CSA,Especialização - Direito Civil: Perspectivas Contemporâneas,49,2020
3253,3253,Pós-graduação,CCH,Especialização - Gestão Escolar Indígena,46,2020
3254,3254,Pós-graduação,CTC,Especialização - Engenharia de Estruturas,47,2020
4002,4002,Pós-graduação,CCB,Mestrado - Ciências Biológicas,20,2020
4003,4003,Pós-graduação,CCH,Mestrado - Educação,69,2020
4004,4004,Pós-graduação,CTC,Mestrado - Engenharia Química,39,2020
4006,4006,Pós-graduação,CCA,Mestrado - Zootecnia,30,2020
4007,4007,Pós-graduação,CSA,Mestrado - Ciências Econômicas,16,2020
4009,4009,Pós-graduação,CCA,Mestrado - Agronomia,29,2020
4011,4011,Pós-graduação,CCE,Mestrado - Física,12,2020
4012,4012,Pós-graduação,CCH,Mestrado - Geografia,27,2020
4015,4015,Pós-graduação,CSA,Mestrado - Administração,26,2020
4016,4016,Pós-graduação,CCE,Mestrado - Química,28,2020
4017,4017,Pós-graduação,CCS,Mestrado - Ciências Farmacêuticas,20,2020
4018,4018,Pós-graduação,CTC,Mestrado - Ciência da Computação,28,2020
4019,4019,Pós-graduação,CCA,Mestrado - Genética e Melhoramento,11,2020
4020,4020,Pós-graduação,CCS,Mestrado - Ciências da Saúde,45,2020
4022,4022,Pós-graduação,CCS,Mestrado - Enfermagem,28,2020
4023,4023,Pós-graduação,CCE,Mestrado - Matemática,10,2020
4025,4025,Pós-graduação,CCH,Mestrado - Letras,123,2020
4026,4026,Pós-graduação,CCH,Mestrado - História,24,2020
4027,4027,Pós-graduação,CCS,Mestrado - Educação Física,37,2020
4029,4029,Pós-graduação,CTC,Mestrado - Engenharia Urbana,42,2020
4030,4030,Pós-graduação,CCH,Mestrado - Psicologia,73,2020
4032,4032,Pós-graduação,CCH,Mestrado - Ciências Sociais,64,2020
4034,4034,Pós-graduação,CCE,Mestrado - Educação para a Ciência e a Matemática,25,2020
4036,4036,Pós-graduação,CCA,Mestrado - Ciência de Alimentos,21,2020
4037,4037,Pós-graduação,CTC,Mestrado - Bioenergia,4,2020
4039,4039,Pós-graduação,CCH,Mestrado - Filosofia,31,2020
4041,4041,Pós-graduação,CTC,Mestrado - Engenharia Mecânica,19,2020
4042,4042,Pós-graduação,CCA,Mestrado - Ciências Agrárias,30,2020
4043,4043,Pós-graduação,CCE,Mestrado - Bioestatística,28,2020
4044,4044,Pós-graduação,CTC,Mestrado - Engenharia Civil,56,2020
4045,4045,Pós-graduação,CCB,Mestrado - Biotecnologia Ambiental,10,2020
4047,4047,Pós-graduação,CCE,Mestrado - Mestrado Nacional Profissional em Ensino de Física,13,2020
4048,4048,Pós-graduação,CSA,Mestrado - Ciências Contábeis,37,2020
4049,4049,Pós-graduação,CCS,Mestrado - Biociências e Fisiopatologia,31,2020
4050,4050,Pós-graduação,CCA,Mestrado - Agroecologia,63,2020
4051,4051,Pós-graduação,CCS,Mestrado - Odontologia Integrada,10,2020
4052,4052,Pós-graduação,CCB,Mestrado - Ciências Fisiológicas,13,2020
4054,4054,Pós-graduação,CTC,Mestrado - Arquitetura e Urbanismo,39,2020
4055,4055,Pós-graduação,CCH,Mestrado - Ensino de História em Rede Nacional,23,2020
4056,4056,Pós-graduação,CTC,Mestrado - Engenharia de Alimentos,12,2020
4057,4057,Pós-graduação,CSA,Mestrado - Propriedade Intelectual e Transferência de Tecnologia para Inovação,14,2020
4059,4059,Pós-graduação,CCS,Mestrado - Assistência Farmacêutica,30,2020
4060,4060,Pós-graduação,CTC,Mestrado - Sustentabilidade,36,2020
4063,4063,Pós-graduação,CCA,Mestrado - Produção Sustentável e Saúde Animal,16,2020
4064,4064,Pós-graduação,CCB,Mestrado - Ecologia de Ambientes Aquáticos Continentais,21,2020
4065,4065,Pós-graduação,CCB,Mestrado - Biologia Comparada,18,2020
4066,4066,Pós-graduação,CTC,Mestrado - Engenharia de Produção,29,2020
4067,4067,Pós-graduação,CCH,Mestrado - Música,22,2020
4068,4068,Pós-graduação,CCS,"Mestrado - Gestão, Tecnologia e Inovação em Urgência e Emergência",18,2020
4069,4069,Pós-graduação,CCB,Mestrado - Bioquímica,15,2020
4070,4070,Pós-graduação,CCH,Mestrado - Educação Inclusiva em Rede Nacional,9,2020
4071,4071,Pós-graduação,CCE,Mestrado - Rede Nacional para o Ensino das Ciências Ambientais,15,2020
5001,5001,Pós-graduação,CCB,Doutorado - Ecologia de Ambientes Aquáticos Continentais,11,2020
5002,5002,Pós-graduação,CCA,Doutorado - Zootecnia,13,2020
5003,5003,Pós-graduação,CCB,Doutorado - Ciências Biológicas,18,2020
5004,5004,Pós-graduação,CCE,Doutorado - Física,5,2020
5005,5005,Pós-graduação,CTC,Doutorado - Engenharia Química,33,2020
5006,5006,Pós-graduação,CCA,Doutorado - Agronomia,19,2020
5007,5007,Pós-graduação,CCE,Doutorado - Química,22,2020
5008,5008,Pós-graduação,CCA,Doutorado - Genética e Melhoramento,12,2020
5009,5009,Pós-graduação,CCS,Doutorado - Ciências Farmacêuticas,7,2020
5010,5010,Pós-graduação,CCH,Doutorado - Educação,47,2020
5011,5011,Pós-graduação,CCH,Doutorado - Geografia,15,2020
5012,5012,Pós-graduação,CCE,Doutorado - Educação para a Ciência e a Matemática,26,2020
5013,5013,Pós-graduação,CCE,Doutorado - Matemática,8,2020
5014,5014,Pós-graduação,CCS,Doutorado - Ciências da Saúde,10,2020
5016,5016,Pós-graduação,CCA,Doutorado - Ciência de Alimentos,16,2020
5017,5017,Pós-graduação,CSA,Doutorado - Ciências Econômicas,10,2020
5018,5018,Pós-graduação,CCH,Doutorado - Letras,24,2020
5019,5019,Pós-graduação,CCS,Doutorado - Educação Física,18,2020
5020,5020,Pós-graduação,CCS,Doutorado - Enfermagem,21,2020
5022,5022,Pós-graduação,CSA,Doutorado - Administração,20,2020
5023,5023,Pós-graduação,CCS,Doutorado - Biociências e Fisiopatologia,22,2020
5024,5024,Pós-graduação,CCS,Doutorado - Odontologia Integrada,9,2020
5025,5025,Pós-graduação,CCH,Doutorado - Psicologia,25,2020
5026,5026,Pós-graduação,CCH,Doutorado - História,16,2020
5027,5027,Pós-graduação,CCB,Doutorado - Biotecnologia Ambiental,10,2020
5028,5028,Pós-graduação,CCB,Doutorado - Biologia Comparada,11,2020
5029,5029,Pós-graduação,CTC,Doutorado - Arquitetura e Urbanismo,1,2020
5030,5030,Pós-graduação,CCB,Doutorado - Bioquímica,4,2020
5031,5031,Pós-graduação,CTC,Doutorado - Ciência da Computação,1,2020
