Codigo_Curso,Codigo_MEC,Nivel,Centro_de_Ensino,Nome_Do_Curso,Matriculados,Ano_Referencia
4034,4034,Pós-graduação,CCE,Mestrado - Educação para a Ciência e a Matemática,20,2023
4035,4035,Pós-graduação,CCH,Mestrado - Políticas Públicas,30,2023
4036,4036,Pós-graduação,CCA,Mestrado - Ciência de Alimentos,13,2023
4037,4037,Pós-graduação,CTC,Mestrado - Bioenergia,14,2023
4038,4038,Pós-graduação,CCE,Mestrado - Mestrado Profissional em Matemática em Rede Nacional,13,2023
4039,4039,Pós-graduação,CCH,Mestrado - Filosofia,30,2023
4041,4041,Pós-graduação,CTC,Mestrado - Engenharia Mecânica,23,2023
4042,4042,Pós-graduação,CCA,Mestrado - Ciências Agrárias,19,2023
4043,4043,Pós-graduação,CCE,Mestrado - Bioestatística,28,2023
4044,4044,Pós-graduação,CTC,Mestrado - Engenharia Civil,56,2023
4045,4045,Pós-graduação,CCB,Mestrado - Biotecnologia Ambiental,6,2023
4046,4046,Pós-graduação,CCH,Mestrado - Letras - Mestrado Profissional em Rede Nacional,8,2023
4047,4047,Pós-graduação,CCE,Mestrado - Mestrado Nacional Profissional em Ensino de Física,4,2023
4048,4048,Pós-graduação,CSA,Mestrado - Ciências Contábeis,42,2023
4049,4049,Pós-graduação,CCS,Mestrado - Biociências e Fisiopatologia,33,2023
4050,4050,Pós-graduação,CCA,Mestrado - Agroecologia,64,2023
4051,4051,Pós-graduação,CCS,Mestrado - Odontologia Integrada,20,2023
4052,4052,Pós-graduação,CCB,Mestrado - Ciências Fisiológicas,10,2023
4054,4054,Pós-graduação,CTC,Mestrado - Arquitetura e Urbanismo,26,2023
4055,4055,Pós-graduação,CCH,Mestrado - Ensino de História em Rede Nacional,36,2023
4056,4056,Pós-graduação,CTC,Mestrado - Engenharia de Alimentos,11,2023
4057,4057,Pós-graduação,CSA,Mestrado - Propriedade Intelectual e Transferência de Tecnologia para Inovação,13,2023
4059,4059,Pós-graduação,CCS,Mestrado - Assistência Farmacêutica,11,2023
4060,4060,Pós-graduação,CTC,Mestrado - Sustentabilidade,46,2023
4062,4062,Pós-graduação,CCS,Mestrado - Educação Física em Rede Nacional,11,2023
4063,4063,Pós-graduação,CCA,Mestrado - Produção Sustentável e Saúde Animal,19,2023
4064,4064,Pós-graduação,CCB,Mestrado - Ecologia de Ambientes Aquáticos Continentais,19,2023
4065,4065,Pós-graduação,CCB,Mestrado - Biologia Comparada,11,2023
4066,4066,Pós-graduação,CTC,Mestrado - Engenharia de Produção,37,2023
4067,4067,Pós-graduação,CCH,Mestrado - Música,18,2023
4068,4068,Pós-graduação,CCS,"Mestrado - Gestão, Tecnologia e Inovação em Urgência e Emergência",20,2023
4069,4069,Pós-graduação,CCB,Mestrado - Bioquímica,4,2023
4070,4070,Pós-graduação,CCH,Mestrado - Educação Inclusiva em Rede Nacional,15,2023
4071,4071,Pós-graduação,CCE,Mestrado - Rede Nacional para o Ensino das Ciências Ambientais,12,2023
5001,5001,Pós-graduação,CCB,Doutorado - Ecologia de Ambientes Aquáticos Continentais,16,2023
5002,5002,Pós-graduação,CCA,Doutorado - Zootecnia,16,2023
5003,5003,Pós-graduação,CCB,Doutorado - Ciências Biológicas,8,2023
5004,5004,Pós-graduação,CCE,Doutorado - Física,11,2023
5005,5005,Pós-graduação,CTC,Doutorado - Engenharia Química,30,2023
5006,5006,Pós-graduação,CCA,Doutorado - Agronomia,17,2023
5007,5007,Pós-graduação,CCE,Doutorado - Química,15,2023
5008,5008,Pós-graduação,CCA,Doutorado - Genética e Melhoramento,5,2023
5009,5009,Pós-graduação,CCS,Doutorado - Ciências Farmacêuticas,10,2023
5010,5010,Pós-graduação,CCH,Doutorado - Educação,38,2023
5011,5011,Pós-graduação,CCH,Doutorado - Geografia,7,2023
5012,5012,Pós-graduação,CCE,Doutorado - Educação para a Ciência e a Matemática,20,2023
5013,5013,Pós-graduação,CCE,Doutorado - Matemática,16,2023
5014,5014,Pós-graduação,CCS,Doutorado - Ciências da Saúde,14,2023
5016,5016,Pós-graduação,CCA,Doutorado - Ciência de Alimentos,16,2023
5017,5017,Pós-graduação,CSA,Doutorado - Ciências Econômicas,14,2023
5018,5018,Pós-graduação,CCH,Doutorado - Letras,31,2023
5019,5019,Pós-graduação,CCS,Doutorado - Educação Física,9,2023
5020,5020,Pós-graduação,CCS,Doutorado - Enfermagem,51,2023
5022,5022,Pós-graduação,CSA,Doutorado - Administração,18,2023
5023,5023,Pós-graduação,CCS,Doutorado - Biociências e Fisiopatologia,10,2023
5024,5024,Pós-graduação,CCS,Doutorado - Odontologia Integrada,5,2023
5025,5025,Pós-graduação,CCH,Doutorado - Psicologia,19,2023
5026,5026,Pós-graduação,CCH,Doutorado - História,12,2023
5027,5027,Pós-graduação,CCB,Doutorado - Biotecnologia Ambiental,3,2023
5028,5028,Pós-graduação,CCB,Doutorado - Biologia Comparada,8,2023
5029,5029,Pós-graduação,CTC,Doutorado - Arquitetura e Urbanismo,2,2023
5030,5030,Pós-graduação,CCB,Doutorado - Bioquímica,5,2023
5031,5031,Pós-graduação,CTC,Doutorado - Ciência da Computação,18,2023
7001,7001,Pós-graduação,CCE,Pós-doutorado - Física,6,2023
7002,7002,Pós-graduação,CCA,Pós-doutorado - Zootecnia,2,2023
7003,7003,Pós-graduação,CTC,Pós-doutorado - Engenharia Química,11,2023
7005,7005,Pós-graduação,CCA,Pós-doutorado - Agronomia,2,2023
7007,7007,Pós-graduação,CCB,Pós-doutorado - Ecologia de Ambientes Aquáticos Continentais,8,2023
7008,7008,Pós-graduação,CCE,Pós-doutorado - Química,2,2023
7010,7010,Pós-graduação,CCS,Pós-doutorado - Ciências Farmacêuticas,8,2023
7011,7011,Pós-graduação,CCB,Pós-doutorado - Ciências Biológicas,2,2023
7012,7012,Pós-graduação,CCB,Pós-doutorado - Ciência de Alimentos,1,2023
7014,7014,Pós-graduação,CCE,Pós-doutorado - Educação para a Ciência e a Matemática,2,2023
7017,7017,Pós-graduação,CTC,Pós-doutorado - Ciência da Computação,1,2023
7019,7019,Pós-graduação,CSA,Pós-doutorado - Administração,4,2023
7020,7020,Pós-graduação,CTC,Pós-doutorado - Engenharia Mecânica,2,2023
7021,7021,Pós-graduação,CCS,Pós-doutorado - Biociências e Fisiopatologia,7,2023
7022,7022,Pós-graduação,CCH,Pós-doutorado - Psicologia,2,2023
7028,7028,Pós-graduação,CCH,Pós-doutorado - Letras,3,2023
7029,7029,Pós-graduação,CCE,Pós-doutorado - Matemática,4,2023
7030,7030,Pós-graduação,CCH,Pós-doutorado - Filosofia,1,2023
7031,7031,Pós-graduação,CCS,Pós-doutorado - Enfermagem,4,2023
7034,7034,Pós-graduação,CCB,Pós-doutorado - Biotecnologia Ambiental,1,2023
7035,7035,Pós-graduação,CCA,Pós-doutorado - Ciências Agrárias,1,2023
7036,7036,Pós-graduação,CCH,Pós-doutorado - Educação,9,2023
7038,7038,Pós-graduação,CCS,Pós-doutorado - Educação Física,2,2023
3093,3093,Pós-graduação,CCS,Especialização - Residência em Cirurgia e Traumatologia Bucomaxilofacial,2,2024
3211,3211,Pós-graduação,CCS,Especialização - Residência em Radiologia Odontológica e Imaginologia,2,2024
3212,3212,Pós-graduação,CCS,Especialização - Residência em Periodontia,2,2024
3213,3213,Pós-graduação,CCS,Especialização - Residência em Endodontia,2,2024
3214,3214,Pós-graduação,CCS,Especialização - Residência em Prótese Dentária,2,2024
3217,3217,Pós-graduação,CCS,Especialização - Residência Integrada Multiprofissional na Atenção à Urgência e Emergência,17,2024
3218,3218,Pós-graduação,CCS,Especialização - Residência em Farmácia com Ênfase em Análises Clínicas na Atenção à Urgência e Emergência,2,2024
3220,3220,Pós-graduação,CCS,Especialização - Residência em Odontopediatria,2,2024
3221,3221,Pós-graduação,CCS,Especialização - Residência em Saúde Coletiva e da Família,2,2024
3222,3222,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Cirúrgica de Pequenos Animais,1,2024
3245,3245,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Médica de Pequenos Animais,1,2024
3246,3246,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Clínica Médica e Cirúrgica de Grandes Animais,1,2024
3247,3247,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Patologia Clinica,1,2024
3257,3257,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Anestesiologia Veterinária,1,2024
3258,3258,Pós-graduação,CCA,Especialização - Residência Médico-Veterinária em Reprodução Animal,1,2024
3263,3263,Pós-graduação,CSA,Especialização - MBA em Gestão e Desempenho Empresarial,45,2024
3266,3266,Pós-graduação,CCH,Especialização - Educação Digital para os Anos Iniciais do Ensino Fundamental,150,2024
3267,3267,Pós-graduação,CCB,Especialização - Anatomia e Histologia Humana,62,2024
4003,4003,Pós-graduação,CCH,Mestrado - Educação,33,2024
4004,4004,Pós-graduação,CTC,Mestrado - Engenharia Química,15,2024
4006,4006,Pós-graduação,CCA,Mestrado - Zootecnia,14,2024
4007,4007,Pós-graduação,CSA,Mestrado - Ciências Econômicas,15,2024
4009,4009,Pós-graduação,CCA,Mestrado - Agronomia,16,2024
4011,4011,Pós-graduação,CCE,Mestrado - Física,11,2024
4012,4012,Pós-graduação,CCH,Mestrado - Geografia,8,2024
4015,4015,Pós-graduação,CSA,Mestrado - Administração,23,2024
4016,4016,Pós-graduação,CCE,Mestrado - Química,11,2024
4017,4017,Pós-graduação,CCS,Mestrado - Ciências Farmacêuticas,17,2024
4018,4018,Pós-graduação,CTC,Mestrado - Ciência da Computação,28,2024
4020,4020,Pós-graduação,CCS,Mestrado - Ciências da Saúde,34,2024
4022,4022,Pós-graduação,CCS,Mestrado - Enfermagem,30,2024
4023,4023,Pós-graduação,CCE,Mestrado - Matemática,15,2024
4025,4025,Pós-graduação,CCH,Mestrado - Letras,55,2024
4026,4026,Pós-graduação,CCH,Mestrado - História,5,2024
4027,4027,Pós-graduação,CCS,Mestrado - Educação Física,20,2024
4029,4029,Pós-graduação,CTC,Mestrado - Engenharia Urbana,32,2024
4030,4030,Pós-graduação,CCH,Mestrado - Psicologia,51,2024
4032,4032,Pós-graduação,CCH,Mestrado - Ciências Sociais,37,2024
4034,4034,Pós-graduação,CCE,Mestrado - Educação para a Ciência e a Matemática,18,2024
4036,4036,Pós-graduação,CCA,Mestrado - Ciência de Alimentos,13,2024
4037,4037,Pós-graduação,CTC,Mestrado - Bioenergia,8,2024
4038,4038,Pós-graduação,CCE,Mestrado - Mestrado Profissional em Matemática em Rede Nacional,25,2024
4039,4039,Pós-graduação,CCH,Mestrado - Filosofia,22,2024
4041,4041,Pós-graduação,CTC,Mestrado - Engenharia Mecânica,13,2024
4042,4042,Pós-graduação,CCA,Mestrado - Ciências Agrárias,11,2024
4043,4043,Pós-graduação,CCE,Mestrado - Bioestatística,34,2024
4044,4044,Pós-graduação,CTC,Mestrado - Engenharia Civil,16,2024
4045,4045,Pós-graduação,CCB,Mestrado - Biotecnologia Ambiental,9,2024
4047,4047,Pós-graduação,CCE,Mestrado - Mestrado Nacional Profissional em Ensino de Física,7,2024
4048,4048,Pós-graduação,CSA,Mestrado - Ciências Contábeis,22,2024
4049,4049,Pós-graduação,CCS,Mestrado - Biociências e Fisiopatologia,42,2024
4050,4050,Pós-graduação,CCA,Mestrado - Agroecologia,52,2024
4051,4051,Pós-graduação,CCS,Mestrado - Odontologia Integrada,18,2024
4052,4052,Pós-graduação,CCB,Mestrado - Ciências Fisiológicas,4,2024
4054,4054,Pós-graduação,CTC,Mestrado - Arquitetura e Urbanismo,30,2024
4055,4055,Pós-graduação,CCH,Mestrado - Ensino de História em Rede Nacional,46,2024
4056,4056,Pós-graduação,CTC,Mestrado - Engenharia de Alimentos,7,2024
4057,4057,Pós-graduação,CSA,Mestrado - Propriedade Intelectual e Transferência de Tecnologia para Inovação,10,2024
4060,4060,Pós-graduação,CTC,Mestrado - Sustentabilidade,28,2024
4062,4062,Pós-graduação,CCS,Mestrado - Educação Física em Rede Nacional,11,2024
4063,4063,Pós-graduação,CCA,Mestrado - Produção Sustentável e Saúde Animal,10,2024
4064,4064,Pós-graduação,CCB,Mestrado - Ecologia de Ambientes Aquáticos Continentais,13,2024
4066,4066,Pós-graduação,CTC,Mestrado - Engenharia de Produção,18,2024
4067,4067,Pós-graduação,CCH,Mestrado - Música,10,2024
4068,4068,Pós-graduação,CCS,"Mestrado - Gestão, Tecnologia e Inovação em Urgência e Emergência",20,2024
4069,4069,Pós-graduação,CCB,Mestrado - Bioquímica,11,2024
4070,4070,Pós-graduação,CCH,Mestrado - Educação Inclusiva em Rede Nacional,20,2024
4071,4071,Pós-graduação,CCE,Mestrado - Rede Nacional para o Ensino das Ciências Ambientais,6,2024
5001,5001,Pós-graduação,CCB,Doutorado - Ecologia de Ambientes Aquáticos Continentais,14,2024
5002,5002,Pós-graduação,CCA,Doutorado - Zootecnia,12,2024
5003,5003,Pós-graduação,CCB,Doutorado - Ciências Biológicas,5,2024
5004,5004,Pós-graduação,CCE,Doutorado - Física,2,2024
5005,5005,Pós-graduação,CTC,Doutorado - Engenharia Química,6,2024
5006,5006,Pós-graduação,CCA,Doutorado - Agronomia,9,2024
5007,5007,Pós-graduação,CCE,Doutorado - Química,9,2024
5009,5009,Pós-graduação,CCS,Doutorado - Ciências Farmacêuticas,3,2024
5010,5010,Pós-graduação,CCH,Doutorado - Educação,34,2024
5011,5011,Pós-graduação,CCH,Doutorado - Geografia,9,2024
5012,5012,Pós-graduação,CCE,Doutorado - Educação para a Ciência e a Matemática,20,2024
5013,5013,Pós-graduação,CCE,Doutorado - Matemática,12,2024
5014,5014,Pós-graduação,CCS,Doutorado - Ciências da Saúde,8,2024
5016,5016,Pós-graduação,CCA,Doutorado - Ciência de Alimentos,9,2024
5017,5017,Pós-graduação,CSA,Doutorado - Ciências Econômicas,13,2024
5018,5018,Pós-graduação,CCH,Doutorado - Letras,16,2024
5019,5019,Pós-graduação,CCS,Doutorado - Educação Física,5,2024
5020,5020,Pós-graduação,CCS,Doutorado - Enfermagem,20,2024
5022,5022,Pós-graduação,CSA,Doutorado - Administração,12,2024
5023,5023,Pós-graduação,CCS,Doutorado - Biociências e Fisiopatologia,8,2024
5024,5024,Pós-graduação,CCS,Doutorado - Odontologia Integrada,12,2024
5025,5025,Pós-graduação,CCH,Doutorado - Psicologia,13,2024
5026,5026,Pós-graduação,CCH,Doutorado - História,2,2024
5027,5027,Pós-graduação,CCB,Doutorado - Biotecnologia Ambiental,2,2024
5029,5029,Pós-graduação,CTC,Doutorado - Arquitetura e Urbanismo,4,2024
5030,5030,Pós-graduação,CCB,Doutorado - Bioquímica,4,2024
5031,5031,Pós-graduação,CTC,Doutorado - Ciência da Computação,14,2024
5032,5032,Pós-graduação,CCB,Doutorado - Ciências Fisiológicas,7,2024
5033,5033,Pós-graduação,CTC,Doutorado - Engenharia Civil,16,2024
7012,7012,Pós-graduação,CCA,Pós-doutorado - Ciência de Alimentos,1,2024
7017,7017,Pós-graduação,CTC,Pós-doutorado - Ciência da Computação,2,2024
7021,7021,Pós-graduação,CCS,Pós-doutorado - Biociências e Fisiopatologia,1,2024
7022,7022,Pós-graduação,CCH,Pós-doutorado - Psicologia,1,2024
7034,7034,Pós-graduação,CCB,Pós-doutorado - Biotecnologia Ambiental,2,2024
7036,7036,Pós-graduação,CCH,Pós-doutorado - Educação,1,2024
7042,7042,Pós-graduação,CTC,Pós-doutorado - Engenharia Civil,2,2024
7044,7044,Pós-graduação,CCB,Pós-doutorado - Bioquímica,1,2024
